player_id,display_name,preseason_team,preseason_position,preseason_status,season,roster_week,is_rookie,population_source,model_forecast_points,projected_games,projected_volume_games,depth_tier,forecast_component_count,forecast_expected_component_count,forecast_covered,model_points_end_to_end,carry_forward_points,source_games_played,availability_adjusted_points,attempts,carries,completions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,targets,actual_games_played,actual_row_present,actual_played,actual_points,actual_zero_game_outcome,actual_zero_point_outcome,actual_position_finish,model_position_rank,carry_forward_position_rank,availability_adjusted_position_rank
00-0035703,Miles Boykin,CHI,WR,DEV,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,254.5,284.0,238.5,238.5
00-0035704,Drew Lock,SEA,QB,ACT,2025,1,False,week1_roster_veteran,15.685622009314773,4.106912069373594,17.0,3.0,8.0,8.0,True,15.685622009314773,82.14,7.0,199.48285714285714,3.0,6.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-5.0,0.0,5.0,True,True,0.09999999999999998,False,False,73.0,68.0,39.0,38.0
00-0035710,Daniel Jones,IND,QB,ACT,2025,1,False,week1_roster_veteran,66.50437118893306,6.065218748272882,17.0,2.0,8.0,8.0,True,66.50437118893306,139.3,10.0,236.81000000000003,411.0,45.0,261.0,8.0,19.0,3101.0,0.0,0.0,0.0,5.0,161.0,0.0,13.0,True,True,230.14000000000001,False,False,17.0,35.0,27.0,30.0
00-0035719,Deebo Samuel Sr.,WAS,WR,ACT,2025,1,False,week1_roster_veteran,67.29916775478489,14.74068477727539,17.0,2.0,4.0,4.0,True,67.29916775478489,130.1,15.0,147.4466666666667,0.0,17.0,0.0,0.0,0.0,0.0,5.0,727.0,72.0,1.0,75.0,100.0,16.0,True,True,152.2,False,False,27.0,65.0,44.0,49.0
00-0035726,Jakob Johnson,HOU,RB,ACT,2025,1,False,week1_roster_veteran,11.4191298381771,1.1070437597487615,17.0,5.0,7.0,7.0,True,11.4191298381771,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,True,0.0,False,True,161.0,137.0,146.0,146.0
00-0035806,JaMycal Hasty,MIA,RB,DEV,2025,1,False,week1_roster_veteran,12.274387835097183,0.9903342243109705,17.0,5.0,7.0,7.0,True,12.274387835097183,23.8,12.0,33.71666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,161.0,135.0,83.0,89.0
00-0035876,Andre Baccellia,ARI,WR,DEV,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,4.0,4.0,True,True,1.8,False,False,205.0,284.0,238.5,238.5
00-0035891,Cody White,SEA,WR,ACT,2025,1,False,week1_roster_veteran,22.05429120260849,1.7480963357140802,17.0,4.0,4.0,4.0,True,22.05429120260849,5.4,1.0,91.80000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,3.0,0.0,0.0,4.0,3.0,True,True,16.5,False,False,149.0,135.0,159.0,85.0
00-0035934,Trishton Jackson,ARI,WR,RES,2025,1,False,week1_roster_veteran,8.615068349617887,0.8388153360508163,17.0,4.0,4.0,4.0,True,8.615068349617887,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,254.5,209.0,238.5,238.5
00-0035973,Patrick Taylor,SF,RB,RES,2025,1,False,week1_roster_veteran,31.498180180713415,2.6287734808094063,17.0,4.0,7.0,7.0,True,31.498180180713415,28.3,7.0,68.72857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,161.0,85.0,76.0,64.0
00-0035993,Tyler Huntley,BAL,QB,DEV,2025,1,False,week1_roster_veteran,11.571736514583183,3.8370068608178522,17.0,5.0,8.0,8.0,True,11.571736514583183,64.66,5.0,219.84399999999997,75.0,24.0,52.0,0.0,2.0,426.0,0.0,0.0,0.0,0.0,151.0,0.0,5.0,True,True,40.14,False,False,47.0,71.0,42.0,34.0
00-0036020,Salvon Ahmed,IND,RB,RES,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,161.0,171.0,146.0,146.0
00-0036032,Sean McKeon,IND,TE,DEV,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,False,True,142.0,155.5,132.5,132.5
00-0036040,Juwan Johnson,NO,TE,ACT,2025,1,False,week1_roster_veteran,77.93586495000628,15.439295789811473,17.0,1.0,4.0,4.0,True,77.93586495000628,97.80000000000001,17.0,97.80000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.0,889.0,77.0,0.0,0.0,102.0,17.0,True,True,145.4,False,False,9.0,22.0,17.0,23.0
00-0036133,James Proche,TEN,WR,DEV,2025,1,False,week1_roster_veteran,7.587478844592758,1.0443373819192818,17.0,4.0,4.0,4.0,True,7.587478844592758,3.6,7.0,8.742857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,6.0,0.0,0.0,12.0,9.0,True,True,9.5,False,False,172.0,243.0,165.0,168.0
00-0036139,Rico Dowdle,CAR,RB,ACT,2025,1,False,week1_roster_veteran,159.16856280744193,13.98381638867364,17.0,2.0,7.0,7.0,True,159.16856280744193,182.3,16.0,193.69375000000002,0.0,237.0,0.0,0.0,0.0,0.0,1.0,297.0,39.0,6.0,1076.0,50.0,17.0,True,True,198.8,False,False,16.0,24.0,21.0,21.0
00-0036145,Lawrence Cager,WAS,TE,DEV,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,False,True,142.0,155.5,132.5,132.5
00-0036158,J.K. Dobbins,DEN,RB,ACT,2025,1,False,week1_roster_veteran,138.7701295978698,14.887797323479038,17.0,2.0,7.0,7.0,True,138.7701295978698,175.8,13.0,229.89230769230772,0.0,153.0,0.0,0.0,0.0,0.0,0.0,37.0,11.0,4.0,772.0,14.0,10.0,True,True,110.4,False,False,41.0,30.0,24.0,17.0
00-0036176,Mason Kinsey,TEN,WR,DEV,2025,1,False,week1_roster_veteran,7.72061492798045,7.375688003203406,17.0,4.0,4.0,4.0,True,7.72061492798045,2.7,6.0,7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,4.0,10.0,True,True,5.800000000000001,False,False,182.5,241.0,168.0,170.0
00-0036182,Nick Westbrook-Ikhine,MIA,WR,ACT,2025,1,False,week1_roster_veteran,50.17243805166248,13.867814085344534,17.0,3.0,4.0,4.0,True,50.17243805166248,119.7,17.0,119.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,11.0,0.0,0.0,20.0,15.0,True,True,14.4,False,False,156.0,83.0,47.0,63.0
00-0036183,Kristian Wilkerson,BUF,WR,DEV,2025,1,False,week1_roster_veteran,19.144239375360026,1.7124476941565978,17.0,4.0,4.0,4.0,True,19.144239375360026,8.8,2.0,74.80000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,254.5,150.0,149.0,98.0
00-0036187,Reggie Gilliam,BUF,RB,ACT,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,4.0,3.0,17.0,True,True,3.8000000000000003,False,False,121.0,171.0,146.0,146.0
00-0036196,Gabe Davis,BUF,WR,DEV,2025,1,False,week1_roster_veteran,30.12540412300703,5.91401370230168,17.0,5.0,4.0,4.0,True,30.12540412300703,45.900000000000006,10.0,78.03000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129.0,12.0,0.0,0.0,18.0,6.0,True,True,24.9,False,False,134.0,118.0,104.0,94.0
00-0036212,Tua Tagovailoa,MIA,QB,ACT,2025,1,False,week1_roster_veteran,248.49876761665612,14.658790461175224,17.0,1.0,8.0,8.0,True,248.49876761665612,181.58,11.0,280.62363636363636,417.0,20.0,260.0,15.0,20.0,2660.0,0.0,0.0,0.0,0.0,43.0,0.0,14.0,True,True,160.70000000000002,False,False,25.0,11.0,22.0,16.0
00-0036223,Jonathan Taylor,IND,RB,ACT,2025,1,False,week1_roster_veteran,203.18195665068313,13.322777627423656,17.0,1.0,7.0,7.0,True,203.18195665068313,237.7,14.0,288.63571428571424,0.0,324.0,0.0,0.0,0.0,0.0,2.0,378.0,46.0,18.0,1585.0,56.0,17.0,True,True,339.3,False,False,2.0,9.0,9.0,5.0
00-0036232,Harrison Bryant,HOU,TE,DEV,2025,1,False,week1_roster_veteran,12.136169332435596,3.7726454380295427,17.0,4.0,4.0,4.0,True,12.136169332435596,13.1,13.0,17.130769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,6.0,12.0,True,True,1.7000000000000002,False,False,108.5,91.0,70.0,70.0
00-0036244,Colby Parkinson,LA,TE,ACT,2025,1,False,week1_roster_veteran,42.16626671403953,14.700481044733317,17.0,3.0,4.0,4.0,True,42.16626671403953,50.400000000000006,17.0,50.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,8.0,408.0,43.0,0.0,0.0,56.0,15.0,True,True,110.30000000000001,False,False,15.0,45.0,37.0,40.0
00-0036252,Michael Pittman,IND,WR,ACT,2025,1,False,week1_roster_veteran,132.24298980608592,14.113696425150186,17.0,1.0,4.0,4.0,True,132.24298980608592,133.3,16.0,141.63125000000002,0.0,0.0,0.0,0.0,0.0,0.0,7.0,793.0,80.0,0.0,0.0,114.0,17.0,True,True,161.3,False,False,23.0,32.0,43.0,50.0
00-0036259,Jauan Jennings,SF,WR,ACT,2025,1,False,week1_roster_veteran,129.41621626626397,14.55306419007858,17.0,2.0,4.0,4.0,True,129.41621626626397,172.0,15.0,194.93333333333334,0.0,0.0,0.0,0.0,0.0,0.0,9.0,643.0,55.0,0.0,0.0,93.0,15.0,True,True,145.8,False,False,30.0,35.0,25.0,28.0
00-0036261,Brandon Aiyuk,SF,WR,RES,2025,1,False,week1_roster_veteran,108.20846375854359,13.808086022303712,17.0,1.0,4.0,4.0,True,108.20846375854359,49.9,7.0,121.18571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,254.5,46.0,100.0,60.0
00-0036264,Jordan Love,GB,QB,ACT,2025,1,False,week1_roster_veteran,204.58393083967172,15.045230856142167,17.0,1.0,8.0,8.0,True,204.58393083967172,227.86,15.0,258.24133333333333,462.0,47.0,291.0,6.0,23.0,3381.0,0.0,0.0,0.0,0.0,199.0,0.0,15.0,True,True,235.14000000000001,False,False,15.0,20.0,18.0,22.0
00-0036265,AJ Dillon,PHI,RB,ACT,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,60.0,3.0,7.0,True,True,9.6,False,False,106.0,171.0,146.0,146.0
00-0036275,D'Andre Swift,CHI,RB,ACT,2025,1,False,week1_roster_veteran,180.89830929025416,15.256194104136275,17.0,1.0,7.0,7.0,True,180.89830929025416,191.5,17.0,191.5,0.0,223.0,0.0,0.0,0.0,0.0,1.0,290.0,34.0,9.0,1087.0,48.0,16.0,True,True,214.7,False,False,14.0,20.0,19.0,23.0
00-0036290,Cole Kmet,CHI,TE,ACT,2025,1,False,week1_roster_veteran,81.31930641762746,15.009061580731979,17.0,1.0,4.0,4.0,True,81.31930641762746,94.9,17.0,94.9,1.0,0.0,0.0,0.0,0.0,0.0,2.0,347.0,30.0,0.0,0.0,49.0,16.0,True,True,61.7,False,False,37.0,20.0,18.0,27.0
00-0036309,Darnell Mooney,ATL,WR,INA,2025,1,False,week1_roster_veteran,124.62942332910617,15.028954346879216,17.0,2.0,4.0,4.0,True,124.62942332910617,161.2,16.0,171.27499999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,443.0,32.0,0.0,0.0,72.0,15.0,True,True,66.30000000000001,False,False,78.0,39.0,32.0,37.0
00-0036322,Justin Jefferson,MIN,WR,ACT,2025,1,False,week1_roster_veteran,243.4310720986059,14.557820280690185,17.0,1.0,4.0,4.0,True,243.4310720986059,265.98,17.0,265.98,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1048.0,84.0,0.0,7.0,142.0,17.0,True,True,159.5,False,False,25.0,2.0,2.0,3.0
00-0036328,Antonio Gibson,NE,RB,ACT,2025,1,False,week1_roster_veteran,69.17948720261623,12.112852649709335,17.0,3.0,7.0,7.0,True,69.17948720261623,91.9,17.0,91.9,0.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,106.0,3.0,5.0,True,True,18.200000000000003,False,False,91.0,62.0,43.0,52.0
00-0036331,Devin Duvernay,CHI,WR,ACT,2025,1,False,week1_roster_veteran,11.937842745644723,10.372378771483227,17.0,4.0,4.0,4.0,True,11.937842745644723,13.700000000000001,12.0,19.408333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,5.0,6.0,True,True,3.6,False,False,192.0,187.0,134.0,145.0
00-0036332,Josiah Deguara,ARI,TE,DEV,2025,1,False,week1_roster_veteran,8.238688727648094,2.7079899552168567,17.0,4.0,4.0,4.0,True,8.238688727648094,2.9000000000000004,12.0,4.108333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0,0.0,0.0,5.0,11.0,True,True,9.6,False,False,86.0,105.0,91.0,93.0
00-0036355,Justin Herbert,LAC,QB,ACT,2025,1,False,week1_roster_veteran,251.79885032010944,14.253325534132895,17.0,1.0,8.0,8.0,True,251.79885032010944,283.40000000000003,17.0,283.40000000000003,566.0,84.0,340.0,13.0,26.0,3727.0,0.0,0.0,0.0,2.0,498.0,0.0,16.0,True,True,288.88,False,False,10.0,9.0,11.0,15.0
00-0036358,CeeDee Lamb,DAL,WR,ACT,2025,1,False,week1_roster_veteran,191.87838576195108,14.851612065403856,17.0,1.0,4.0,4.0,True,191.87838576195108,212.9,15.0,241.28666666666666,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1077.0,75.0,0.0,2.0,117.0,14.0,True,True,163.4,False,False,19.0,9.0,8.0,10.0
00-0036360,Clyde Edwards-Helaire,KC,RB,DEV,2025,1,False,week1_roster_veteran,11.197283206231598,0.570726654735377,17.0,4.0,7.0,7.0,True,11.197283206231598,8.5,2.0,72.25,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,13.0,2.0,2.0,True,True,3.2,False,False,123.5,139.0,94.0,62.5
00-0036387,Jalen Reagor,LAC,WR,DEV,2025,1,False,week1_roster_veteran,15.698163218396417,10.862824642610112,17.0,4.0,4.0,4.0,True,15.698163218396417,13.2,8.0,28.049999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,254.5,163.0,139.0,132.0
00-0036389,Jalen Hurts,PHI,QB,ACT,2025,1,False,week1_roster_veteran,276.65589416351577,14.24708880974606,17.0,1.0,8.0,8.0,True,276.65589416351577,325.12,15.0,368.46933333333334,488.0,105.0,294.0,6.0,25.0,3224.0,0.0,0.0,0.0,8.0,421.0,0.0,16.0,True,True,307.06,False,False,7.5,3.0,6.0,4.0
00-0036407,Jerry Jeudy,CLE,WR,ACT,2025,1,False,week1_roster_veteran,174.62596553434682,14.327760569306564,17.0,1.0,4.0,4.0,True,174.62596553434682,191.9,17.0,191.9,0.0,1.0,0.0,0.0,0.0,0.0,2.0,602.0,50.0,0.0,5.0,106.0,17.0,True,True,97.7,False,False,51.0,13.0,15.0,29.0
00-0036410,Tee Higgins,CIN,WR,ACT,2025,1,False,week1_roster_veteran,167.82574949393802,14.063481155125118,17.0,2.0,4.0,4.0,True,167.82574949393802,187.60000000000002,12.0,265.7666666666667,0.0,0.0,0.0,0.0,0.0,0.0,11.0,846.0,59.0,0.0,0.0,99.0,15.0,True,True,180.10000000000002,False,False,14.0,16.0,17.0,4.0
00-0036415,Van Jefferson,TEN,WR,ACT,2025,1,False,week1_roster_veteran,27.224414672288084,14.045735291817454,17.0,3.0,4.0,4.0,True,27.224414672288084,51.6,17.0,51.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350.0,29.0,0.0,0.0,52.0,16.0,True,True,55.5,False,False,87.5,121.0,98.0,114.0
00-0036422,Adam Trautman,DEN,TE,ACT,2025,1,False,week1_roster_veteran,30.56002693009453,14.728784893666072,17.0,2.0,4.0,4.0,True,30.56002693009453,37.3,17.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,195.0,20.0,0.0,0.0,23.0,17.0,True,True,35.5,False,False,56.0,55.0,45.0,50.0
00-0036423,Albert Okwuegbunam,LV,TE,DEV,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.0,0.0,0.0,6.0,1.0,True,True,6.1,False,False,93.0,155.5,132.5,132.5
00-0036425,DeeJay Dallas,CAR,RB,DEV,2025,1,False,week1_roster_veteran,19.290372870755306,1.0907599381823547,17.0,4.0,7.0,7.0,True,19.290372870755306,13.5,6.0,38.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,3.0,True,True,2.1,False,False,127.0,114.0,90.0,83.0
00-0036427,Tyler Johnson,NYJ,WR,ACT,2025,1,False,week1_roster_veteran,18.138930765894273,13.144127449837532,17.0,3.0,4.0,4.0,True,18.138930765894273,48.1,15.0,54.51333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.0,12.0,0.0,0.0,18.0,12.0,True,True,31.700000000000003,False,False,122.0,154.0,102.0,109.0
00-0036429,Charlie Woerner,ATL,TE,ACT,2025,1,False,week1_roster_veteran,18.873255544503653,15.575288812396622,17.0,2.0,4.0,4.0,True,18.873255544503653,8.100000000000001,16.0,8.606250000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,0.0,0.0,9.0,17.0,True,True,8.8,False,False,88.0,77.0,80.0,87.0
00-0036442,Joe Burrow,CIN,QB,ACT,2025,1,False,week1_roster_veteran,281.1611518309672,16.274115884740617,17.0,1.0,8.0,8.0,True,281.1611518309672,382.82000000000005,17.0,382.82000000000005,278.0,14.0,173.0,5.0,17.0,1809.0,0.0,0.0,0.0,0.0,41.0,0.0,8.0,True,True,134.46,False,False,29.0,2.0,2.0,2.0
00-0036463,Chris Blair,ATL,WR,DEV,2025,1,False,week1_roster_veteran,9.411945171140797,2.6177408193753147,17.0,4.0,4.0,4.0,True,9.411945171140797,2.2,3.0,12.466666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,True,0.0,False,True,254.5,207.0,169.0,163.0
00-0036497,Tim Jones,MIN,WR,ACT,2025,1,False,week1_roster_veteran,11.413546405375365,9.654748776828303,17.0,4.0,4.0,4.0,True,11.413546405375365,5.6000000000000005,16.0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,4.0,True,True,2.0,False,False,203.5,190.0,156.5,173.0
00-0036510,Kenny Yeboah,DET,TE,RES,2025,1,False,week1_roster_veteran,8.5858170572942,4.839841910600955,17.0,4.0,4.0,4.0,True,8.5858170572942,13.2,9.0,24.93333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,142.0,102.0,69.0,63.0
00-0036534,Shane Zylstra,DET,TE,ACT,2025,1,False,week1_roster_veteran,7.314334955159247,13.823614297562125,17.0,3.0,4.0,4.0,True,7.314334955159247,2.7,12.0,3.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,5.0,5.0,True,True,3.5,False,False,99.0,112.0,92.0,94.0
00-0036550,Rashod Bateman,BAL,WR,ACT,2025,1,False,week1_roster_veteran,71.03681709555457,13.846071731805447,17.0,2.0,4.0,4.0,True,71.03681709555457,152.10000000000002,17.0,152.10000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.0,224.0,19.0,0.0,0.0,39.0,13.0,True,True,43.900000000000006,False,False,102.5,63.0,34.0,47.0
00-0036554,Nico Collins,HOU,WR,ACT,2025,1,False,week1_roster_veteran,164.9620515283881,14.572895987153112,17.0,1.0,4.0,4.0,True,164.9620515283881,176.60000000000002,12.0,250.18333333333337,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1117.0,71.0,1.0,15.0,121.0,15.0,True,True,190.7,False,False,9.0,17.0,22.0,7.0
00-0036555,Chuba Hubbard,CAR,RB,ACT,2025,1,False,week1_roster_veteran,186.35522285521333,13.576719229820862,17.0,1.0,7.0,7.0,True,186.35522285521333,224.1,15.0,253.98,0.0,135.0,0.0,0.0,0.0,0.0,3.0,223.0,30.0,1.0,511.0,39.0,15.0,True,True,112.4,False,False,40.0,17.0,13.0,12.0
00-0036556,Brevin Jordan,HOU,TE,RES,2025,1,False,week1_roster_veteran,21.094074935371946,11.471601199855884,17.0,2.0,4.0,4.0,True,21.094074935371946,1.7000000000000002,2.0,14.450000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,142.0,72.0,95.5,73.0
00-0036567,Elijah Mitchell,KC,RB,INA,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,True,0.0,False,True,161.0,171.0,146.0,146.0
00-0036569,Gary Brightwell,CIN,RB,DEV,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,161.0,171.0,146.0,146.0
00-0036590,Quintin Morris,JAX,TE,DEV,2025,1,False,week1_roster_veteran,15.1566312199,3.811489607359793,17.0,4.0,4.0,4.0,True,15.1566312199,12.1,15.0,13.713333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,6.0,0.0,0.0,9.0,12.0,True,True,14.5,False,False,77.0,82.0,74.0,75.0
00-0036613,Jaylen Waddle,MIA,WR,ACT,2025,1,False,week1_roster_veteran,102.6025951937473,14.643037567040187,17.0,2.0,4.0,4.0,True,102.6025951937473,116.60000000000001,15.0,132.14666666666668,1.0,2.0,1.0,0.0,0.0,8.0,6.0,910.0,64.0,0.0,28.0,100.0,16.0,True,True,162.12,False,False,22.0,48.0,50.0,55.0
00-0036620,Dee Eskridge,MIA,WR,ACT,2025,1,False,week1_roster_veteran,10.50338503770556,5.806545920964851,17.0,4.0,4.0,4.0,True,10.50338503770556,5.9,6.0,16.71666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,0.0,0.0,7.0,13.0,True,True,8.2,False,False,174.0,196.0,153.0,153.0
00-0036626,Dyami Brown,JAX,WR,ACT,2025,1,False,week1_roster_veteran,23.762879004230737,13.757697318342315,17.0,3.0,4.0,4.0,True,23.762879004230737,54.4,16.0,57.8,0.0,6.0,0.0,0.0,0.0,0.0,1.0,227.0,20.0,0.0,30.0,37.0,14.0,True,True,41.7,False,False,107.0,127.0,94.0,106.0
00-0036628,John Bates,WAS,TE,ACT,2025,1,False,week1_roster_veteran,14.337712886672449,14.748463929959518,17.0,2.0,4.0,4.0,True,14.337712886672449,12.4,17.0,12.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,11.0,0.0,0.0,16.0,15.0,True,True,21.8,False,False,68.0,84.0,73.0,79.0
00-0036630,Tylan Wallace,BAL,WR,ACT,2025,1,False,week1_roster_veteran,20.344846432007607,10.604779926421548,17.0,4.0,4.0,4.0,True,20.344846432007607,30.8,17.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,4.0,0.0,0.0,8.0,14.0,True,True,12.5,False,False,161.0,143.0,115.5,129.0
00-0036635,Ihmir Smith-Marsette,NYG,WR,DEV,2025,1,False,week1_roster_veteran,8.587346890881332,1.7780164826954528,17.0,4.0,4.0,4.0,True,8.587346890881332,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,True,True,254.5,210.0,238.5,238.5
00-0036637,Noah Gray,KC,TE,ACT,2025,1,False,week1_roster_veteran,61.368015200324336,14.394524029395944,17.0,2.0,4.0,4.0,True,61.368015200324336,93.30000000000001,17.0,93.30000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,21.0,0.0,0.0,38.0,16.0,True,True,28.3,False,False,61.0,32.0,20.0,28.0
00-0036646,Simi Fehoko,ARI,WR,DEV,2025,1,False,week1_roster_veteran,17.66547788715802,8.649606994379338,17.0,4.0,4.0,4.0,True,17.66547788715802,13.600000000000001,8.0,28.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,True,0.0,False,True,254.5,157.0,135.0,131.0
00-0036679,Shane Buechele,BUF,QB,DEV,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,19.0,1.0,7.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,True,True,3.92,False,False,63.0,99.5,85.5,85.5
00-0036727,Adam Prentice,DEN,RB,ACT,2025,1,False,week1_roster_veteran,,,,,,,False,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,53.0,6.0,0.0,44.0,8.0,17.0,True,True,12.700000000000001,False,False,98.0,171.0,146.0,146.0
00-0036741,Jack Stoll,NO,TE,ACT,2025,1,False,week1_roster_veteran,5.790688453407968,3.6859081452611675,17.0,4.0,4.0,4.0,True,5.790688453407968,2.0,9.0,3.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,6.0,0.0,0.0,11.0,15.0,True,True,13.600000000000001,False,False,81.0,120.0,94.0,95.0
00-0036754,Brock Wright,DET,TE,ACT,2025,1,False,week1_roster_veteran,23.311411732505558,15.599710331086941,17.0,2.0,4.0,4.0,True,23.311411732505558,28.5,17.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,108.0,14.0,0.0,0.0,22.0,11.0,True,True,29.8,False,False,60.0,68.0,52.0,59.0
00-0036775,Brandon Smith,NYJ,WR,DEV,2025,1,False,week1_roster_veteran,10.355412693700188,0.8439690176767602,17.0,4.0,4.0,4.0,True,10.355412693700188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,True,0.0,False,True,254.5,198.0,238.5,238.5
